country,alpha_2_code,alpha_3_code,numeric_code,indicator,time_period,obs_value,sex,unit_multiplier,unit_of_measure,observation_status,observation_confidentaility,time_period_activity_related_to_when_the_data_are_collected,current_age
Mongolia,MN,MNG,496,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,98,Total,Units,%,Estimated value,,,12 to 23 months old
Mongolia,MN,MNG,496,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,97,Total,Units,%,Estimated value,,,12 to 23 months old
Mongolia,MN,MNG,496,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,95,Total,Units,%,Estimated value,,,12 to 23 months old
Mongolia,MN,MNG,496,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,94,Total,Units,%,Estimated value,,,12 to 23 months old
Mongolia,MN,MNG,496,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,96,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,90,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,90,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,89,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,86,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,90,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,91,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,90,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,88,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,76,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,64,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,47,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,58,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,42,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,33,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,24,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,18,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,33,Total,Units,%,Estimated value,,,12 to 23 months old
Montenegro,ME,MNE,499,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,24,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,91,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,92,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,92,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,92,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,99,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,99,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,99,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,99,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,99,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,99,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,99,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,99,Total,Units,%,Estimated value,,,12 to 23 months old
Morocco,MA,MAR,504,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,99,Total,Units,%,Estimated value,,,12 to 23 months old
Mozambique,MZ,MOZ,508,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,83,Total,Units,%,Estimated value,,,12 to 23 months old
Mozambique,MZ,MOZ,508,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,83,Total,Units,%,Estimated value,,,12 to 23 months old
Mozambique,MZ,MOZ,508,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,73,Total,Units,%,Estimated value,,,12 to 23 months old
Mozambique,MZ,MOZ,508,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,62,Total,Units,%,Estimated value,,,12 to 23 months old
Mozambique,MZ,MOZ,508,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,63,Total,Units,%,Estimated value,,,12 to 23 months old
Mozambique,MZ,MOZ,508,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,65,Total,Units,%,Estimated value,,,12 to 23 months old
Myanmar,MM,MMR,104,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,84,Total,Units,%,Estimated value,,,12 to 23 months old
Myanmar,MM,MMR,104,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,91,Total,Units,%,Estimated value,,,12 to 23 months old
Myanmar,MM,MMR,104,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,83,Total,Units,%,Estimated value,,,12 to 23 months old
Myanmar,MM,MMR,104,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,93,Total,Units,%,Estimated value,,,12 to 23 months old
Myanmar,MM,MMR,104,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,84,Total,Units,%,Estimated value,,,12 to 23 months old
Myanmar,MM,MMR,104,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,91,Total,Units,%,Estimated value,,,12 to 23 months old
Myanmar,MM,MMR,104,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,44,Total,Units,%,Estimated value,,,12 to 23 months old
Myanmar,MM,MMR,104,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,75,Total,Units,%,Estimated value,,,12 to 23 months old
Myanmar,MM,MMR,104,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,74,Total,Units,%,Estimated value,,,12 to 23 months old
Namibia,,NAM,516,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,80,Total,Units,%,Estimated value,,,12 to 23 months old
Namibia,,NAM,516,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,82,Total,Units,%,Estimated value,,,12 to 23 months old
Namibia,,NAM,516,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,80,Total,Units,%,Estimated value,,,12 to 23 months old
Namibia,,NAM,516,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,90,Total,Units,%,Estimated value,,,12 to 23 months old
Namibia,,NAM,516,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,91,Total,Units,%,Estimated value,,,12 to 23 months old
Namibia,,NAM,516,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,89,Total,Units,%,Estimated value,,,12 to 23 months old
Namibia,,NAM,516,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,86,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,97,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,92,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,96,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,97,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,98,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,98,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,98,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,95,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,95,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,98,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,98,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,98,Total,Units,%,Estimated value,,,12 to 23 months old
Nauru,NR,NRU,520,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,98,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,88,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,88,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,85,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,83,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,90,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,91,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,92,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,87,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,90,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,90,Total,Units,%,Estimated value,,,12 to 23 months old
Nepal,NP,NPL,524,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,93,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1980,91,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1981,91,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1982,92,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1983,92,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1984,92,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1985,92,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1986,93,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1987,93,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1988,94,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1989,94,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1990,94,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1991,94,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1992,95,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1993,94,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1994,94,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1995,94,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1996,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1997,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,95,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,95,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,95,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,96,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,95,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,94,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,93,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,93,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,94,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,94,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,93,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,89,Total,Units,%,Estimated value,,,12 to 23 months old
Netherlands,NL,NLD,528,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,89,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1980,80,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1981,77,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1982,74,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1983,71,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1984,67,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1985,64,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1986,60,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1987,67,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1988,75,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1989,83,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1990,90,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1991,82,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1992,82,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1993,85,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1994,87,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1995,84,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1996,92,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1997,99,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,81,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,83,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,85,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,85,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,84,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,84,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,83,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,82,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,82,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,79,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,86,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,89,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,91,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,93,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2012,92,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2013,92,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2014,93,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2015,93,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2016,92,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2017,93,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2018,92,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2019,92,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2020,91,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2021,91,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2022,90,Total,Units,%,Estimated value,,,12 to 23 months old
New Zealand,NZ,NZL,554,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2023,89,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1998,91,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,1999,87,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2000,86,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2001,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2002,98,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2003,93,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2004,84,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2005,96,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2006,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2007,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2008,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2009,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2010,99,Total,Units,%,Estimated value,,,12 to 23 months old
Nicaragua,NI,NIC,558,Percentage of surviving infants who received the first dose of rubella-containing vaccine,2011,99,Total,Units,%,Estimated value,,,12 to 23 months old
